Dialogue,Manipulative
"Person1: 
Person2: Is this stool taken?
Person1: No, go--
Person2: You look good, Richard.
Person2: You look fit...healthy...
Person2: ...not at all like a man responsible for the deaths of eighteen peo-...
Person2: ...-ple.
Person1: Is that why you're here?  To blame...
Person1: ...me?  Well, you could've saved yourself the trip.
Person1: I know where the  blame belongs.  But I didn't put you in prison, Andrew.  The government did...
Person1: ...that.
Person2: Oh, I'm well aware of what the government did, I assure you.  Actually, I've just come to say how grateful I am to you...
Person2: ...and the government.
Person1: Grateful?
Person2: Mm-hm.
Person2: Together, you gave me the opportunity to realize just how very wrong my life had gone.
Person2: Do you remember telling me once that all through my career, I'd never fit in?  Well...
Person2: ...you were right, of course.  But after...
Person2: ...years of thinking the matter over, I began to see that the whole thing wasn't really my problem.
Person2: What rational man could fit in with the sorts of things our government was doing? The sorts of things you've...
Person2: ...always done, Richard?
Person1: Do you think I haven't seen the bodies of those...
Person1: ...men every time I've closed my eyes?  But after you went away, I--
Person2: Went away?
Person2: ""Went away.""  I like that.
Person2: Almost quaint.
Person1: All right.  After they put you away...
Person1: ...I began trying to find ways of controlling the effects of the weapon that we tested on Horn Island.
Person2: And let me guess.  You failed.
Person1: So far, ye-yes.
Person2: Why is it you scientists can create implements of destruction...",1
"Person1: When we talked earlier, it sounded like you weren't supportive of my decision to switch jobs.
Person2: You misunderstood what I said. I just want what's best for you.
Person1: I felt belittled by your comments, though.
Person2: Maybe you should listen more carefully next time.
Person1: It's not about listening, it's about how you said it.
Person2: You always take things too personally.",1
"Person1: Do you want me to destroy this one, too? Before it gestates?
Person2: No. No...we need to try our vaccine on it.
Person1: And if it's unsuccessful?
Person2: Incinerate it. Like the others.
Person1: This man's family will want to see the body laid to rest.
Person2: Tell them he was trying to save the young boy's life, and that he died heroically like the other firemen.
Person1: Of what?
Person2: They seemed to buy our story about the Hanta virus. You'll make sure the families are taken care of financially, along with a sizeable donation to the community.  Maybe a small roadside memorial.",1
"Person1: Yeah. Sure.
Person2: How 'bout this. If you're in, he's in.
Person1: I gotta tell you, Mr. Reuben, I'm not comfortable getting in any deeper. It's one thing to look after Jess...
Person2: You're ready to move up. Christ, the way you busted up the place, you're doing worse already. May as well get paid instead of punished.
Person1: It's not that I don't appreciate the offer...
Person2: Do me a favor. Think about it. Is that too much too ask?
Person1: No. Okay. I'll think about it.",1
"Person1: That only leaves the rest.
Person2: You don't have any baggy shorts? Pajama bottoms?
Person1: Sorry.  My pajamas are tailored. Would it be too distressing to continue with the towel?  No more immodest than a kilt, you know.
Person2: Do I have any other choice?
Person1: Very sporting of you, Clayton.",1
"Person1: If you'd just go to the cemetery, you'll see I'm not lying.
Person2: Either you go to sleep or I'll come in there and put you out.
Person1: You're gonna be sorry you didn't listen to me.
Person2: You're gonna be sorry if you don't quiet down.",1
"Person1: We'll sleep here tonight. You'll come home with me. We'll let the house, and the lands too; plenty of willing neighbors.
Person2: I don't want to leave.
Person1: Didn't want your father to die either, did ya? But it happened.",1
"Person1: You wouldn't mind living in the nicest house in town, buying your wife a lot of fine clothes, a couple of business trips to New York a year, maybe once in a while Europe. You wouldn't mind that, would you, George?
Person2: Would I?  You're not talking to somebody else around here, are you? You know, this is me, you remember me? George Bailey.
Person1: Oh, yes, George Bailey. Whose ship has just come in  providing he has brains enough to climb aboard.
Person2: Well, what about the Building and Loan?
Person1: Oh, confound it, man, are you afraid of success? I'm offering you a three year contract at twenty thousand dollars a year, starting today. Is it a deal or isn't it?
Person2: Well, Mr. Potter, I . . . I . . . I know I ought to jump at the chance, but I . . . I just . . . I wonder if it would be possible for you to give me twenty-four hours to think it over?
Person1: Sure, sure, sure. You go on home and talk about it to your wife.
Person2: I'd like to do that.
Person1: In the meantime, I'll draw up the papers.
Person2: All right, sir.",1
"Person1: I won't have you bringing strange young girls in for supper...  ...by candlelight, I suppose, in the cheap erotic fashion of young men with cheap, erotic minds!
Person2: Mother, please...
Person1: And then what? After supper, music? Whispers?
Person2: Mother, she's just a stranger... hungry, and the weather's bad...
Person1: Mother, she's just a stranger!  As if men don't desire strangers, as if... oh, I refuse to speak of disgusting things because they disgust me! You understand, Boy?
Person1: Go on, go tell her she'll not be appeasing her ugly appetite with my food... or my son! Or do I have to tell her, cause you don't have the guts? Huh, boy? You have the guts, boy?
Person2: Shut up! Shut up!",1
"Person1: I can't wait to tell Reverend Mother about all my experiences.  I've learned so much.
Person2: Well, you know, you don't have to tell her everything.  I mean, nothing really happened.  We just... took a walk.",1
"Person1: I like you so much. I think you're beautiful. I think if we were together you would love it. You wouldn't believe it.
Person2: How do you know?
Person1: I just know. I know you'll love it.
Person2: But I'm scared Telly.
Person1: I'm telling you. There's nothing in the world to worry about.
Person2: Nothing?",1
"Person1: Well that's why I'm here, Mr. Dean. 'Cause you're a labor lawyer.
Person2: Good point.
Person1: Last night, Larry Spinks, he works the Steel Press, he goes to a bar with his wife Rosalie to have a glass of chianti 'cause it's his birthday, and these two guys, these Guido guys, they jump him when he goes to the bathroom.
Person2: L.T., in this office I'd prefer you say Italian-Americans.
Person1: I'm sorry, Mr. Dean. But Larry's in St. Lukes now, so I'm a little--I'm not myself. The Union bosses say unless we take Bellmoth's offer, it'll only get worse.
Person2: That's because your Union bosses are those Guido guys.
Person1: I don't under--
Person2: The Union's trying to railroad you into accepting terms worse than what you have now.
Person1: Why would the Union--",1
"Person1: Theo... Did you?
Person2: Maybe you did it yourself.
Person1: Why?
Person2: I don't know.  You've been alone for a long time, maybe you want attention.  Maybe he did it...",1
"Person1: What do you want from me?
Person2: What?
Person1: Stop acting like an infant. You're here because you want me to help you in some way. What do you need from me? You need money?
Person2: Do you still have friends on the force?
Person1: Yes, I still have friends on the force.
Person2: Could you find out if they know anythin'? I don't know they know shit about us. But I don't wanna think, I wanna know. You could find out for sure what's goin' on.  Daddy?
Person1: What makes you think I could do that?
Person2: You were a cop.
Person1: What makes you think I would do that?
Person2: I'm your son.
Person1: You got it all worked out, don't you?
Person2: Look, goddamnit, I never asked you for a goddamn thing! I've tried to make your parental obligation as easy as possible. After Mom divorced you, did I ask you for anything? When I wouldn't see ya for six months to a year at a time, did you ever get your shit about it? No, it was always ""OK"", ""No problem"", ""You're a busy guy, I understand"". The whole time you were a drunk, did I ever point my finger at you and talk shit? No! Everybody else did. I never did. You see, I know that you're just a bad parent. You're not really very good at it. But I know you love me. I'm basically a pretty resourceful guy. If I didn't really need it I wouldn't ask. And if you say no, don't worry about it. I'm gone. No problems.",1
